,YearStart,LocationAbbr,LocationDesc,Class,Topic,Question,Data_Value,Data_Value_Alt,Age(months),Sex,Race/Ethnicity
10024,2008,KS,Kansas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11.7,11.7,,,Non-Hispanic White
10025,2014,MO,Missouri,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,11.1,11.1,24 - 35,,
10026,2010,VA,Virginia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,22.7,22.7,,,Non-Hispanic Black
10027,2014,AK,Alaska,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,14.4,14.4,,,
10028,2012,OH,Ohio,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.6,13.6,,Male,
10029,2008,AK,Alaska,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,21.9,21.9,,Male,
10030,2008,ND,North Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,15.4,15.4,,,Hispanic
10031,2008,PA,Pennsylvania,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.2,12.2,,Male,
10032,2008,MI,Michigan,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,8.8,8.8,,,Asian/Pacific Islander
10033,2008,SD,South Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,18.6,18.6,18 - 23,,
10034,2008,GA,Georgia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,15.3,15.3,,,
10035,2012,AL,Alabama,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,12.8,12.8,,,Non-Hispanic Black
10036,2016,NE,Nebraska,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,13.9,13.9,,,Hispanic
10037,2012,KY,Kentucky,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,13.3,13.3,,Male,
10038,2014,SC,South Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,12.5,12.5,,,Asian/Pacific Islander
10039,2010,VA,Virginia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,20.2,20.2,24 - 35,,
10040,2014,NH,New Hampshire,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,17.5,17.5,,,
10041,2012,PR,Puerto Rico,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,,,,Non-Hispanic Black
10042,2010,AK,Alaska,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,9.2,9.2,,,Asian/Pacific Islander
10043,2014,RI,Rhode Island,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,14.2,14.2,,,Non-Hispanic Black
10044,2008,MO,Missouri,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,19.2,19.2,,,Hispanic
10045,2010,MO,Missouri,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,20.7,20.7,,,Hispanic
10046,2014,LA,Louisiana,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,14.2,14.2,,,Non-Hispanic Black
10047,2008,WA,Washington,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,16.6,16.6,48 - 59,,
10048,2008,TN,Tennessee,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,10.5,10.5,,,Asian/Pacific Islander
10049,2016,MT,Montana,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,8.6,8.6,6 - 11,,
10050,2010,NE,Nebraska,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,12.2,12.2,6 - 11,,
10051,2008,CO,Colorado,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,4.8,4.8,3 - 5,,
10052,2016,WI,Wisconsin,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,15.1,15.1,36 - 47,,
10053,2016,CO,Colorado,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,14.4,14.4,,Male,
10054,2014,IA,Iowa,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,18.7,18.7,,,Hispanic
10055,2012,DE,Delaware,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,15,15,,,Non-Hispanic White
10056,2016,MI,Michigan,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11.5,11.5,12 - 17,,
10057,2008,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,8.4,8.4,3 - 5,,
10058,2012,AK,Alaska,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,13.2,13.2,,,Hispanic
10059,2008,WY,Wyoming,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,9.5,9.5,24 - 35,,
10060,2014,KY,Kentucky,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,14.9,14.9,,,Hispanic
10061,2016,DE,Delaware,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,16.2,16.2,,,
10062,2014,KY,Kentucky,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,12.2,12.2,,,
10063,2016,MA,Massachusetts,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,19.2,19.2,,,Hispanic
10064,2014,MI,Michigan,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11.6,11.6,,,
10065,2008,AL,Alabama,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,14.9,14.9,,,
10066,2008,LA,Louisiana,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,20.7,20.7,,,Hispanic
10067,2012,CO,Colorado,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,14.6,14.6,,Male,
10068,2008,VT,Vermont,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,,,,American Indian/Alaska Native
10069,2008,CT,Connecticut,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,6.3,6.3,,,Asian/Pacific Islander
10070,2014,PR,Puerto Rico,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,12.9,12.9,,Female,
10071,2014,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,19.5,19.5,,,Hispanic
10072,2008,DE,Delaware,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,19.3,19.3,,,Hispanic
10073,2008,CO,Colorado,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,7.8,7.8,,,Asian/Pacific Islander
10074,2012,FL,Florida,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,12.3,12.3,12 - 17,,
10075,2016,CT,Connecticut,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,14.4,14.4,,,
10076,2014,FL,Florida,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,12.8,12.8,,,Hispanic
10077,2012,OR,Oregon,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,16.7,16.7,,,Asian/Pacific Islander
10078,2012,KY,Kentucky,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.5,13.5,,,
10079,2012,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,11.4,11.4,,,Non-Hispanic White
10080,2010,WA,Washington,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,15.5,15.5,18 - 23,,
10081,2012,ID,Idaho,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,6.1,6.1,6 - 11,,
10082,2016,WA,Washington,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,21.3,21.3,,,American Indian/Alaska Native
10083,2014,CO,Colorado,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,6.9,6.9,24 - 35,,
10084,2016,GU,Guam,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,13.3,13.3,,,
10085,2012,WA,Washington,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,15.3,15.3,18 - 23,,
10086,2016,SC,South Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,11.4,11.4,,Female,
10087,2008,DC,District of Columbia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,10.4,10.4,,,Non-Hispanic Black
10088,2010,NE,Nebraska,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,17.1,17.1,,,
10089,2010,MN,Minnesota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,25.9,25.9,,,American Indian/Alaska Native
10090,2010,MD,Maryland,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,13.6,13.6,,Female,
10091,2014,OK,Oklahoma,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.4,15.4,,Female,
10092,2014,CT,Connecticut,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,15.1,15.1,,,American Indian/Alaska Native
10093,2010,IA,Iowa,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,18.8,18.8,,Male,
10094,2010,AL,Alabama,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,24.6,24.6,,,Hispanic
10095,2016,VA,Virginia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,16.9,16.9,18 - 23,,
10096,2016,OR,Oregon,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,9.3,9.3,,Female,
10097,2010,WI,Wisconsin,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,16.8,16.8,,Male,
10098,2010,NV,Nevada,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,15.4,15.4,36 - 47,,
10099,2016,DC,District of Columbia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,10.3,10.3,24 - 35,,
10100,2008,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,13.3,13.3,,,Asian/Pacific Islander
10101,2014,IA,Iowa,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,13.5,13.5,,,
10102,2010,MN,Minnesota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,10.4,10.4,,,Asian/Pacific Islander
10103,2016,NM,New Mexico,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,9.3,9.3,6 - 11,,
10104,2012,CT,Connecticut,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,10.1,10.1,3 - 5,,
10105,2014,CT,Connecticut,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.1,15.1,,Female,
10106,2010,ME,Maine,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.7,13.7,,Female,
10107,2016,TN,Tennessee,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,12.1,12.1,,,Non-Hispanic White
10108,2016,OH,Ohio,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.5,15.5,36 - 47,,
10109,2012,SC,South Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,18.1,18.1,,,Hispanic
10110,2010,OK,Oklahoma,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,5,5,3 - 5,,
10111,2008,NJ,New Jersey,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,13.2,13.2,6 - 11,,
10112,2012,NH,New Hampshire,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,,,,American Indian/Alaska Native
10113,2010,TX,Texas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,18.2,18.2,48 - 59,,
10114,2014,MN,Minnesota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11.6,11.6,,Male,
10115,2008,VI,Virgin Islands,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,12.8,12.8,,Female,
10116,2016,VI,Virgin Islands,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,,,,American Indian/Alaska Native
10117,2010,IA,Iowa,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,7.6,7.6,3 - 5,,
10118,2010,GA,Georgia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,13,13,,,Asian/Pacific Islander
10119,2012,AR,Arkansas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11.6,11.6,,,
10120,2008,OH,Ohio,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.4,15.4,24 - 35,,
10121,2008,CO,Colorado,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,10.6,10.6,,,American Indian/Alaska Native
10122,2014,AZ,Arizona,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,12,12,,,
10123,2016,CO,Colorado,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,10.1,10.1,,,Asian/Pacific Islander
10124,2008,VA,Virginia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,25.9,25.9,,Male,
10125,2010,WV,West Virginia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,11.2,11.2,,,American Indian/Alaska Native
10126,2012,MS,Mississippi,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,18.1,18.1,,Male,
10127,2008,RI,Rhode Island,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.9,15.9,,,American Indian/Alaska Native
10128,2010,NV,Nevada,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11.1,11.1,6 - 11,,
10129,2016,IN,Indiana,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,7.4,7.4,,,Asian/Pacific Islander
10130,2016,TX,Texas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,15.1,15.1,,,American Indian/Alaska Native
10131,2010,AL,Alabama,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,14.3,14.3,,,Non-Hispanic Black
10132,2016,VI,Virgin Islands,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,12.6,12.6,,Female,
10133,2012,GA,Georgia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.4,13.4,,,
10134,2008,TX,Texas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,18.3,18.3,18 - 23,,
10135,2010,PR,Puerto Rico,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,18.2,18.2,24 - 35,,
10136,2014,PA,Pennsylvania,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,14.9,14.9,,,
10137,2014,UT,Utah,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,7.2,7.2,12 - 17,,
10138,2016,WI,Wisconsin,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,17.2,17.2,48 - 59,,
10139,2008,NM,New Mexico,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,14.2,14.2,,,Hispanic
10140,2012,DC,District of Columbia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,14.9,14.9,,Female,
10141,2010,MT,Montana,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.4,12.4,,Female,
10142,2012,GU,Guam,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,10.6,10.6,48 - 59,,
10143,2010,WY,Wyoming,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,7.8,7.8,,,Non-Hispanic White
10144,2008,LA,Louisiana,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,17,17,,Male,
10145,2014,WI,Wisconsin,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,17,17,,Female,
10146,2012,TX,Texas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,8.9,8.9,3 - 5,,
10147,2008,DE,Delaware,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,17,17,,Male,
10148,2014,AZ,Arizona,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.7,13.7,,Male,
10149,2012,NH,New Hampshire,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,11.6,11.6,,,Non-Hispanic Black
10150,2008,KS,Kansas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,16.6,16.6,,,Non-Hispanic Black
10151,2016,TN,Tennessee,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,12.3,12.3,,,Non-Hispanic Black
10152,2012,MN,Minnesota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.7,12.7,36 - 47,,
10153,2010,GU,Guam,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.8,15.8,,Male,
10154,2012,AL,Alabama,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,9.3,9.3,3 - 5,,
10155,2008,HI,Hawaii,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,9.5,9.5,,,Hispanic
10156,2008,IL,Illinois,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,12.6,12.6,,Male,
10157,2016,NY,New York,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.2,13.2,,Female,
10158,2010,ID,Idaho,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,11.7,11.7,,,Asian/Pacific Islander
10159,2008,AK,Alaska,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,10,10,,,Non-Hispanic White
10160,2010,MD,Maryland,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,17.9,17.9,,Male,
10161,2012,TN,Tennessee,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,14.9,14.9,,,Non-Hispanic White
10162,2012,SD,South Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,5.4,5.4,,,Asian/Pacific Islander
10163,2014,KY,Kentucky,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,9.5,9.5,,,Asian/Pacific Islander
10164,2014,WI,Wisconsin,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.5,15.5,,,Non-Hispanic Black
10165,2010,AZ,Arizona,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,15.3,15.3,,,
10166,2014,IL,Illinois,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,10.6,10.6,,,Non-Hispanic White
10167,2012,AL,Alabama,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11.7,11.7,,Female,
10168,2008,DE,Delaware,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,16,16,24 - 35,,
10169,2012,TX,Texas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,15.9,15.9,,,
10170,2014,NJ,New Jersey,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,16.2,16.2,36 - 47,,
10171,2012,ND,North Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,16.1,16.1,18 - 23,,
10172,2016,NH,New Hampshire,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,18.8,18.8,,,Non-Hispanic White
10173,2014,MA,Massachusetts,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,6.8,6.8,3 - 5,,
10174,2012,VA,Virginia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,16.2,16.2,,,Non-Hispanic Black
10175,2014,DC,District of Columbia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,,,,American Indian/Alaska Native
10176,2008,NY,New York,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,14.5,14.5,,,Asian/Pacific Islander
10177,2010,CA,California,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,17.3,17.3,,Female,
10178,2008,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,7,7,,,Asian/Pacific Islander
10179,2012,FL,Florida,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,14.2,14.2,,Male,
10180,2014,AL,Alabama,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,10.9,10.9,,,Asian/Pacific Islander
10181,2016,UT,Utah,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,7.7,7.7,,,Asian/Pacific Islander
10182,2016,VT,Vermont,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,15.5,15.5,36 - 47,,
10183,2016,MD,Maryland,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.7,15.7,36 - 47,,
10184,2010,IA,Iowa,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.3,13.3,,,Non-Hispanic Black
10185,2014,MA,Massachusetts,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,9,9,,,Asian/Pacific Islander
10186,2008,TN,Tennessee,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,8.3,8.3,3 - 5,,
10187,2008,MD,Maryland,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,20.1,20.1,,,Hispanic
10188,2008,RI,Rhode Island,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,16.7,16.7,,,
10189,2008,KS,Kansas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,17.9,17.9,,Male,
10190,2010,NY,New York,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,17.2,17.2,,Male,
10191,2014,MO,Missouri,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.5,12.5,,,Non-Hispanic White
10192,2016,HI,Hawaii,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,9.6,9.6,,,
10193,2016,MS,Mississippi,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,21.7,21.7,,,Hispanic
10194,2012,AR,Arkansas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,16.9,16.9,36 - 47,,
10195,2012,AR,Arkansas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,8.1,8.1,6 - 11,,
10196,2012,WY,Wyoming,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,13.3,13.3,18 - 23,,
10197,2008,OR,Oregon,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,18,18,48 - 59,,
10198,2008,WI,Wisconsin,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,15.8,15.8,48 - 59,,
10199,2012,WI,Wisconsin,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,16.9,16.9,,,
